species,archivo,ruta,observacion_id,usuario,fecha,licencia,atribucion,url_imagen,url_observacion
Coccothrinax argentata,obs_376785918.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Coccothrinax_argentata\obs_376785918.jpg,376785918,almansa,2026-06-23,cc-by-nc,"(c) Joshua Almansa, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/688939689/large.jpg,https://www.inaturalist.org/observations/376785918
Coccothrinax argentata,obs_370750285.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Coccothrinax_argentata\obs_370750285.jpg,370750285,assmann,2026-04-26,cc-by-nc,"(c) assmann, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/677334733/large.jpg,https://www.inaturalist.org/observations/370750285
Coccothrinax argentata,obs_370749060.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Coccothrinax_argentata\obs_370749060.jpg,370749060,assmann,2026-04-27,cc-by-nc,"(c) assmann, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/677332369/large.jpg,https://www.inaturalist.org/observations/370749060
Coccothrinax argentata,obs_369186559.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Coccothrinax_argentata\obs_369186559.jpg,369186559,kyropteran,2026-05-29,,"(c) Ky Cordts, all rights reserved",https://static.inaturalist.org/photos/674355215/large.jpg,https://www.inaturalist.org/observations/369186559
Cryosophila kalbreyeri,obs_337283991.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Cryosophila_kalbreyeri\obs_337283991.jpg,337283991,george338,2026-01-17,,"(c) George, all rights reserved",https://static.inaturalist.org/photos/613102157/large.jpg,https://www.inaturalist.org/observations/337283991
Cryosophila kalbreyeri,obs_335297916.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Cryosophila_kalbreyeri\obs_335297916.jpg,335297916,george338,2026-01-17,,"(c) George, all rights reserved",https://static.inaturalist.org/photos/609088609/large.jpg,https://www.inaturalist.org/observations/335297916
Cryosophila kalbreyeri,obs_332154162.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Cryosophila_kalbreyeri\obs_332154162.jpg,332154162,george338,2025-12-19,,"(c) George, all rights reserved",https://static.inaturalist.org/photos/602729773/large.jpg,https://www.inaturalist.org/observations/332154162
Cryosophila kalbreyeri,obs_288874616.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Cryosophila_kalbreyeri\obs_288874616.jpg,288874616,george338,2025-06-08,,"(c) George, all rights reserved",https://static.inaturalist.org/photos/519532868/large.jpg,https://www.inaturalist.org/observations/288874616
Cryosophila kalbreyeri,obs_285848851.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Cryosophila_kalbreyeri\obs_285848851.jpg,285848851,christianolaciregui,2025-05-25,cc-by-nc,"(c) christianolaciregui, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/513825560/large.jpg,https://www.inaturalist.org/observations/285848851
Elaeis oleifera,obs_358682582.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Elaeis_oleifera\obs_358682582.jpg,358682582,ashley19916,2026-05-05,cc-by-nc,"(c) Ashley Murillo, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/654348578/large.jpg,https://www.inaturalist.org/observations/358682582
Elaeis oleifera,obs_358083823.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Elaeis_oleifera\obs_358083823.jpg,358083823,guillaume_leotard,2026-04-26,cc-by-nc,"(c) Guillaume Léotard, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/653168672/large.jpg,https://www.inaturalist.org/observations/358083823
Elaeis oleifera,obs_357621240.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Elaeis_oleifera\obs_357621240.jpg,357621240,citronnelle_50,2026-04-26,cc-by-nc,"(c) Jessica Launay, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/652285783/large.jpg,https://www.inaturalist.org/observations/357621240
Elaeis oleifera,obs_349413811.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Elaeis_oleifera\obs_349413811.jpg,349413811,kaitlyndavidson,2026-04-12,,"(c) Kaitlyn Davidson, all rights reserved",https://static.inaturalist.org/photos/637394609/large.jpg,https://www.inaturalist.org/observations/349413811
Elaeis oleifera,obs_343732314.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Elaeis_oleifera\obs_343732314.jpg,343732314,andreas_berger,2026-03-17,cc-by-nc,"(c) Andreas Berger, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/626203462/large.jpg,https://www.inaturalist.org/observations/343732314
Geonoma chlamydostachys,obs_91730643.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Geonoma_chlamydostachys\obs_91730643.jpg,91730643,danielmartnezcastao,2021-08-15,,"(c) Daniel Martínez Castaño, all rights reserved",https://static.inaturalist.org/photos/151780303/large.jpeg,https://www.inaturalist.org/observations/91730643
Geonoma chlamydostachys,obs_80185727.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Geonoma_chlamydostachys\obs_80185727.jpg,80185727,apipa,2021-05-19,cc-by-nc,"(c) Apipa, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/131388686/large.jpeg,https://www.inaturalist.org/observations/80185727
Phytelephas tumacana,obs_345617877.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Phytelephas_tumacana\obs_345617877.jpg,345617877,philippe_34730,2008-06-14,cc-by,"(c) Philippe Hornus, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/629887430/large.jpg,https://www.inaturalist.org/observations/345617877
Phytelephas tumacana,obs_191867373.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Phytelephas_tumacana\obs_191867373.jpg,191867373,mateohernandezschmidt,2023-10-07,cc-by-nc-sa,"(c) Mateo Hernandez Schmidt, some rights reserved (CC BY-NC-SA)",https://inaturalist-open-data.s3.amazonaws.com/photos/336699064/large.jpeg,https://www.inaturalist.org/observations/191867373
Phytelephas tumacana,obs_191867372.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Phytelephas_tumacana\obs_191867372.jpg,191867372,mateohernandezschmidt,2023-10-07,cc-by-nc-sa,"(c) Mateo Hernandez Schmidt, some rights reserved (CC BY-NC-SA)",https://inaturalist-open-data.s3.amazonaws.com/photos/336698987/large.jpeg,https://www.inaturalist.org/observations/191867372
Reinhardtia gracilis,obs_365823228.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Reinhardtia_gracilis\obs_365823228.jpg,365823228,joaquin334,2026-05-18,cc-by-nc,"(c) joaquin334, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/667933044/large.jpg,https://www.inaturalist.org/observations/365823228
Reinhardtia gracilis,obs_342479011.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Reinhardtia_gracilis\obs_342479011.jpg,342479011,elcapricho,2026-03-04,cc-by-nc,"(c) Jean-Jacques Durand, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/623655416/large.jpg,https://www.inaturalist.org/observations/342479011
Reinhardtia gracilis,obs_340923268.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Reinhardtia_gracilis\obs_340923268.jpg,340923268,jmrm2201,2026-02-02,cc-by,"(c) Jose Manuel Ramos Martinez, some rights reserved (CC BY)",https://inaturalist-open-data.s3.amazonaws.com/photos/620510328/large.jpg,https://www.inaturalist.org/observations/340923268
Reinhardtia gracilis,obs_327136060.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Reinhardtia_gracilis\obs_327136060.jpg,327136060,alexheffernan,2025-11-18,cc-by-nc,"(c) Alex Heffernan, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/592602940/large.jpg,https://www.inaturalist.org/observations/327136060
Reinhardtia gracilis,obs_313888510.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Reinhardtia_gracilis\obs_313888510.jpg,313888510,zorek,2025-09-12,cc-by-nc,"(c) Bryan Ramírez, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/566881927/large.jpg,https://www.inaturalist.org/observations/313888510
Reinhardtia koschnyana,obs_346089512.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Reinhardtia_koschnyana\obs_346089512.jpg,346089512,andres_luiz,2025-11-19,,"(c) Luis Miguel Alvarez, all rights reserved",https://static.inaturalist.org/photos/650290707/large.jpg,https://www.inaturalist.org/observations/346089512
Reinhardtia koschnyana,obs_279855826.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Reinhardtia_koschnyana\obs_279855826.jpg,279855826,mroldan,2025-03-28,cc-by-nc-sa,"(c) Mateo Roldán, some rights reserved (CC BY-NC-SA)",https://inaturalist-open-data.s3.amazonaws.com/photos/502582682/large.jpeg,https://www.inaturalist.org/observations/279855826
Reinhardtia koschnyana,obs_277856425.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Reinhardtia_koschnyana\obs_277856425.jpg,277856425,juandavidfernandez,2025-04-26,,"(c) Juan David Fernandez, all rights reserved",https://static.inaturalist.org/photos/496865914/large.jpg,https://www.inaturalist.org/observations/277856425
Reinhardtia koschnyana,obs_276125868.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Reinhardtia_koschnyana\obs_276125868.jpg,276125868,juandavidfernandez,2025-04-25,,"(c) Juan David Fernandez, all rights reserved",https://static.inaturalist.org/photos/495904144/large.jpg,https://www.inaturalist.org/observations/276125868
Reinhardtia koschnyana,obs_272383351.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Reinhardtia_koschnyana\obs_272383351.jpg,272383351,botanicarls__,2025-03-29,cc-by-nc,"(c) Arles García, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/490042206/large.jpeg,https://www.inaturalist.org/observations/272383351
Reinhardtia simplex,obs_327136704.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Reinhardtia_simplex\obs_327136704.jpg,327136704,alexheffernan,2025-11-18,cc-by-nc,"(c) Alex Heffernan, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/592604312/large.jpg,https://www.inaturalist.org/observations/327136704
Reinhardtia simplex,obs_318092807.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Reinhardtia_simplex\obs_318092807.jpg,318092807,fincadinamica,2025-07-11,cc-by-nc-nd,"(c) Finca Dinámica, some rights reserved (CC BY-NC-ND)",https://inaturalist-open-data.s3.amazonaws.com/photos/574855601/large.jpg,https://www.inaturalist.org/observations/318092807
Reinhardtia simplex,obs_308317173.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Reinhardtia_simplex\obs_308317173.jpg,308317173,jurassicplut0n,2025-08-10,cc-by-nc,"(c) jurassicplut0n, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/556235438/large.jpg,https://www.inaturalist.org/observations/308317173
Reinhardtia simplex,obs_307359971.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Reinhardtia_simplex\obs_307359971.jpg,307359971,fincadinamica,2025-04-18,cc-by-nc-nd,"(c) Finca Dinámica, some rights reserved (CC BY-NC-ND)",https://inaturalist-open-data.s3.amazonaws.com/photos/554381648/large.jpg,https://www.inaturalist.org/observations/307359971
Reinhardtia simplex,obs_239914307.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Reinhardtia_simplex\obs_239914307.jpg,239914307,nachotorres,2024-08-24,cc-by-nc,"(c) Ignacio Torres-García, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/427360814/large.jpeg,https://www.inaturalist.org/observations/239914307
Roystonea oleracea,obs_376272660.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Roystonea_oleracea\obs_376272660.jpg,376272660,rogerio51625,2026-06-28,cc-by-nc,"(c) rogério Ferreira, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/687954479/large.jpg,https://www.inaturalist.org/observations/376272660
Roystonea oleracea,obs_365734594.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Roystonea_oleracea\obs_365734594.jpg,365734594,robmcm210,2026-05-27,cc-by-nc,"(c) robmcm210, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/667764462/large.jpg,https://www.inaturalist.org/observations/365734594
Roystonea oleracea,obs_363542594.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Roystonea_oleracea\obs_363542594.jpg,363542594,carlos_jose_diaz_garcia,2026-05-12,,"(c) Carlos José Diaz Garcia, all rights reserved",https://static.inaturalist.org/photos/663621339/large.jpg,https://www.inaturalist.org/observations/363542594
Roystonea oleracea,obs_362701622.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Roystonea_oleracea\obs_362701622.jpg,362701622,jpiolain,2026-04-15,cc-by-nc,"(c) Julien Piolain, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/662004615/large.jpg,https://www.inaturalist.org/observations/362701622
Roystonea oleracea,obs_358636856.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Roystonea_oleracea\obs_358636856.jpg,358636856,umme_masuma,2025-10-13,cc-by-nc,"(c) Umme masuma, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/654263492/large.jpg,https://www.inaturalist.org/observations/358636856
Sabinaria magnifica,obs_329381177.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Sabinaria_magnifica\obs_329381177.jpg,329381177,miguel1146,2025-12-03,,"(c) Miguel Caicedo, all rights reserved",https://static.inaturalist.org/photos/597050965/large.jpg,https://www.inaturalist.org/observations/329381177
Syagrus sancona,obs_342922749.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Syagrus_sancona\obs_342922749.jpg,342922749,hernan_david_osorio,2026-03-14,,"(c) Hernan david Osorio berrio, all rights reserved",https://static.inaturalist.org/photos/624559581/large.jpg,https://www.inaturalist.org/observations/342922749
Syagrus sancona,obs_341048041.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Syagrus_sancona\obs_341048041.jpg,341048041,didelphis_pernigra,2025-11-26,,"(c) Didelphis pernigra, all rights reserved",https://static.inaturalist.org/photos/620755457/large.jpg,https://www.inaturalist.org/observations/341048041
Syagrus sancona,obs_337036760.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Syagrus_sancona\obs_337036760.jpg,337036760,gedagach,2026-02-01,,"(c) Germán Darío Gallego Chica, all rights reserved",https://static.inaturalist.org/photos/612596481/large.jpg,https://www.inaturalist.org/observations/337036760
Syagrus sancona,obs_332196763.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Syagrus_sancona\obs_332196763.jpg,332196763,dwkfoster,2025-12-23,cc-by-nc-nd,"(c) David W K Foster, some rights reserved (CC BY-NC-ND)",https://inaturalist-open-data.s3.amazonaws.com/photos/602816513/large.jpg,https://www.inaturalist.org/observations/332196763
Syagrus sancona,obs_329363542.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Syagrus_sancona\obs_329363542.jpg,329363542,alejo6012,2025-12-03,cc-by-nc,"(c) alejo6012, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/597015556/large.jpg,https://www.inaturalist.org/observations/329363542
Wettinia hirsuta,obs_91333639.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Wettinia_hirsuta\obs_91333639.jpg,91333639,danielmartnezcastao,2021-08-15,,"(c) Daniel Martínez Castaño, all rights reserved",https://static.inaturalist.org/photos/151054023/large.jpeg,https://www.inaturalist.org/observations/91333639
Wettinia hirsuta,obs_91333588.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Wettinia_hirsuta\obs_91333588.jpg,91333588,danielmartnezcastao,2021-08-15,,"(c) Daniel Martínez Castaño, all rights reserved",https://static.inaturalist.org/photos/151053883/large.jpeg,https://www.inaturalist.org/observations/91333588
Wettinia microcarpa,obs_96884807.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Wettinia_microcarpa\obs_96884807.jpg,96884807,jnsco1212,2021-05-11,,"(c) Juan Sebastián Quintero, all rights reserved",https://static.inaturalist.org/photos/161021552/large.jpeg,https://www.inaturalist.org/observations/96884807
Wettinia microcarpa,obs_75438813.jpg,C:\Users\User\Documents\Datos IA al ecosistema\Output_analisis\Imagenes iNaturalist Palmas\Wettinia_microcarpa\obs_75438813.jpg,75438813,jnsco1212,2021-04-27,cc-by-nc,"(c) Juan Sebastián Quintero, some rights reserved (CC BY-NC)",https://inaturalist-open-data.s3.amazonaws.com/photos/123893783/large.jpeg,https://www.inaturalist.org/observations/75438813
